id,title,contents,category
NEWS_00429,Serious Flaws in Windows XP SP2,"A leading provider of secure content management solutions, Finjan Software, has reported 10 serious security vulnerabilities in Windows XP Service Pace 2. According to the company, the attacker can remotely take control over a machine running Windows XP",4
NEWS_00430,\Lemons Problem\ In The Media Market authors,Lemon problem arises when information received is either false or not quite authentic (rumor) however suppliers as opposed to consumers may know how false or truthful the information is.,2
NEWS_00431,HUFFPOLLSTER,//www.huffingtonpost.com/entry/americans-news-about-trump-ads-for-clinton_us_57c41ec6e4b04193420fe008 short_description,2
NEWS_00432,Computer Associates To Acquire Security Company Netegrity,"Computer Associates has signed an agreement to purchase Netegrity, a provider of security software, in a deal valued at approximately \$430 million.",0
NEWS_00433,Peru TV staff quit in Toledo row,Peruvian TV journalists resign after claims of electoral fraud sparked an angry outburst by President Toledo.,5
NEWS_00434,Russia tightens Caucasus security,Russia announces a new security structure for the North Caucasus to prevent Beslan-style terror attacks.,5
NEWS_00435,White House Press Secretary Rips Reporters In First Briefing Room Appearance authors,He accused them of inaccurately reporting the size of Donald Trump's inaugural crowds. They didn't.,2
NEWS_00436,Wal-Mart Plans as Many as 15 New China Stores in 2005 (Update2),"Wal-Mart Stores Inc., the world #39;s largest retailer, plans to open as many as 15 new stores in China next year, competing for a foothold with Carrefour SA and Metro Group as the government lifts curbs on foreign retailers.",0
NEWS_00437,Woodgate comeback on hold,Real Madrid defender Jonathan Woodgate has suffered a setback in his comeback from a thigh problem - which has kept him on the sidelines since April.,3
NEWS_00438,Connecticut Lawmaker Won't Seek Re-election After Mishandling Harassment Complaint authors,u201cIn the terrible situation in my office I could have and should have done betteru201d said Rep. Elizabeth Esty.,2
NEWS_00439,JP Morgan Chase CFO Dina Dublon Resigns,JP Morgan Chase  amp; Co. on Tuesday shuffled top management at the firm which led to chief financial officer Dina Dublon resigning from the Wall Street giant and investment banking chairman David Coulter being reassigned to control West Coast operations.,0
NEWS_00440,Sanders Suggests Clinton Wouldn't Have Gotten Iran Deal Prison Swap authors,She called Obama nau00efve in '08 he reminded viewers.,2
NEWS_00441,Skis Rossignol stock sizzles on Quicksilver (AFP),"AFP - Shares in French group Skis Rossignol, the biggest manufacturer of ski equipment in the world, sizzled upwards by 12.66 percent in the first trading session of the New Year followiing a newspaper interview that US sports group Quicksilver was stalking a stake.",0
NEWS_00442,Texas Roadhouse Shares Up on Market Debut,"LOS ANGELES (Reuters) - Shares of restaurant operator Texas  Roadhouse Inc. &lt;A HREF=""http://www.investor.reuters.com/FullQuote.aspx?ticker=TXRH.O target=/stocks/quickinfo/fullquote""&gt;TXRH.O&lt;/A&gt; soared as much as 28 percent in their  stock market debut on Tuesday after pricing above their  targeted range a day earlier.",0
NEWS_00443,Microsoft distributes XP security update,Microsoft says it has distributed about 106 million copies of its major security update for the Windows XP operating system. Microsoft completed work on the update,4
NEWS_00444,Microsoft to release next version of Windows in 2006,"Microsoft Corp. said it plans to release the next version of its Windows operating system as expected in 2006, but it will not include much-touted new technology for organizing and storing data.",4
NEWS_00445,Brand Names Take a Beating,"Sure, there are more brands than ever. But their value is plummeting as consumer loyalty evaporates. Who's to blame? A new breed of hyperinformed superconsumers. By James Surowiecki from Wired magazine.",0
NEWS_00446,'Veep' Recap,//www.huffingtonpost.com/entry/veep-recap_n_5429324.html short_description,1
NEWS_00447,Teen Wolf 405,//www.huffingtonpost.com/entry/teen-wolf-405-ied_b_5611611.html short_description,1
NEWS_00448,Stonehill has grand opening,"Stonehill rolled up 349 yards of total offense in a 23-6 Northeast-10 Conference victory over Assumption yesterday in Easton, snapping a seven-game winless streak dating to last season and winning its first season opener in seven years.",0
NEWS_00449,Mariners deal-less but hopeful,"A lineup makeover designed to produce more runs and wins next season looked more hopeful than fulfilled Monday evening, when the Mariners ended the Winter Meetings without a visible home run trot.",3
NEWS_00450,LATEST FUTURES NEWS,"2004-12-15 11:01:48 Oil - Brent higher on US cold snap ahead of this afternoon #39;s US inventories LONDON (AFX) - Oil prices were higher in pre-market deals ahead of this afternoon #39;s US weekly inventory data, with winter heating oil",0
NEWS_00451,The threat at home,"European elites, like American elites, are having trouble understanding the recent American elections. How can 59,054,087 people be so DUMB?",5
NEWS_00452,Tampa #39;s Fish Gets First Shot At Spain,"The odds are long, but in a year that has seen the Lightning emerge from obscurity to drink from Lord Stanley #39;s Cup, who is to say the US team can #39;t",3
NEWS_00453,Dilbert Cartoonist Willing To Support Anti-Fascist Coup If Necessary authors,Pray it doesn't come to that I guess?,2
NEWS_00454,JBoss takes on business process management,"JBoss (Profile, Products, Articles) Inc. has added business process management (BPM) to its growing roster of open source software.",4
NEWS_00455,Rams pick right option,"KINGSTON, R.I. -- The University of Rhode Island's 27-24 victory over the University of Massachusetts yesterday at Meade Stadium was the sort of game the 4,376 on hand for Homecoming Day could savor.",3
NEWS_00456,Majority Of Voters In Iowa New Hampshire Want Feds To Respect State Marijuana Laws authors,Candis who say they would shut down legal state marijuana businesses are u201cout of touch with the votersu201d one advocate says.,2
NEWS_00457,Rex Tillerson Joins Long Line Of Officials Forced To Publicly Praise Trump authors,It was an unusual move for the typically media-averse Tillerson.,2
NEWS_00458,Donald Trump Is Effectively Stoking Fears Of A Rigged Election authors,Americans are less certain that their votes will be accurately counted than in previous elections.,2
NEWS_00459,Away on Business: Environment Control (Reuters),"Reuters - The next time a weary corporate\traveler gets a ""Sorry, wrong number!"" call at his hotel in the\middle of the night, he might think back to how much -- or\whether -- he tipped the bellman.",0
NEWS_00460,Rumsfeld warns on spy shake-up,"US Defence Secretary Donald Rumsfeld urges caution on US intelligence reform, saying it could create new barriers.",2
NEWS_00461,Trump Vows To Prey Upon New Marks For His Super-Scammy 'University' authors,Don't get conned.,2
NEWS_00462,Trump's No Populist. The 'People' Did Not Elect Him. authors,Trump's u201cpopulismu201d hasnu2019t helped or sought to aid anyone but elites a group he often decried.,2
NEWS_00463,Warming to the Warning,Irrational exuberance follows after Broadcom investors bid up the stock on the heels of a revenue warning.,5
NEWS_00464,No. 6 Notre Dame Tops USC 60-56 (AP),AP - Jacqueline Batteast scored 18 points and No. 6 Notre Dame survived a scare from unranked Southern California before rallying for a 60-56 victory Friday night.,3
NEWS_00465,Indonesian president calls for action on terror? (updated PM 1:37),"Indonesia #39;s president on Monday said terrorism is the enemy of all religions and urged regional leaders of the Islamic, Christian, Jewish, Hindu and Buddhist faiths to fight the scourge.",5
NEWS_00466,Antarctic Glacier Flows Accelerating,"NASA, Canadian, and European satellites have observed worrying increases in the flow of glaciers into the open ocean, following the breakup of ice shelves in Antarctica.",5
NEWS_00467,Loeb relieved to clinch title in Corsica,"World rally champion Sebastien Loeb says he is relieved to have secured the title in Corsica on Sunday, sparing him a nervous wait for his first crown.",3
NEWS_00468,Mike Pence Left Out In Cold At Winter Olympics VIP Reception authors,The vice president didn't get a seat because he was late.,3
NEWS_00469,Rita Ora Recreates Iconic 'Jingle Bell Rock' Dance From 'Mean Girls' authors,Minus Amy Poehler's cool mom.,1
NEWS_00470,Mitsubishi secures \$1.23b aid deal: report,"Scandal-hit Japanese automaker Mitsubishi Motors will likely to get 100 billion yen (\$AU1.23 billion) in additional aid from three group firms, a report has said.",0
NEWS_00471,Arsenal gets back to winning ways,"Arsenal won for the first time in five games Saturday, getting two goals from Thierry Henry to beat Birmingham 3-0 in the Premier League.",3
NEWS_00472,Air Pollution Hits Record Levels in Hong Kong (Reuters),"Reuters - Air pollution in Hong Kong has hit\record levels, the government said on Wednesday, and it warned\people with heart or respiratory problems to stay indoors.",5
NEWS_00473,Trump Administration Cites Segregation-Era Ruling To Defend Its Travel Ban authors,In 1971 the Supreme Court decided that courts shouldn't investigate the motivations of officials who closed public pools rather than integrate them.,2
NEWS_00474,A's Have Winter to Ponder Late Stumble (AP),AP - The Oakland Athletics are baffled by their late-season collapse. It's so completely out of character. The A's are headed home for an even longer winter this year thanks to their problematic pitching in crunch time and a sputtering offense that caused this club to miss the playoffs for the first time in five years.,3
NEWS_00475,Idaho Residents Seek Compensation for Nuclear Tests (Reuters),Reuters - Dozens of Idaho residents who\claim nuclear tests conducted during the 1950s made them sick\asked a panel of scientists on Saturday to recommend that the\U.S. government compensate them.,5
NEWS_00476,Dealer Can Write Off Stolen Drug Money,"An Australian court ruled Wednesday that a convicted heroin dealer can claim a 220,000 Australian dollar (US\$165 million; euro 129 million) tax deduction for money that was stolen during a drug deal.",2
NEWS_00477,'Roseanne' Star Emma Kenney Seeks Treatment For 'My Battles' authors,Itu2019s OK to admit that you need help.,1
NEWS_00478,UK hostage #39;s last appeal on Web,A video tape posted on the Internet on Sunday shows British hostage Kenneth Bigley making a last appeal to Prime Minister Tony Blair to meet the demands of the militants holding him in Iraq before being beheaded.,5
NEWS_00479,Radcliffe tackles marathon tasks,"Paula Radcliffe faces arguably the biggest test of her career in the New York City Marathon on Sunday.  Back under the spotlight of public scrutiny she will attempt to erase the double disappointment of the Athens Olympics, where she failed to finish the marathon and then the 10,000m. BBC Sport examines the challenges facing Radcliffe ahead of the big race.  The ability to run a gruelling 26.2 miles relies largely upon an athlete's belief that they can do it. Every runner will hit the wall at some stage and see written on it, ""Are you strong enough to finish?""  The question could hit Radcliffe hard after she was unable to complete her last two races in high-profile and emotional circumstances. Sports psychologist Hugh Richards says the 30-year-old must draw on her past achievements to conquer a potential crisis of confidence. ""There is an old adage, 'get straight back on the horse that threw you,'"" Richards told BBC Sport. ""Paula has got all those great runs in her history as well as the two upsets in Athens. ""She must not lose faith in what has already been proven is a very effective strategy for distance running. ""If she were to change her preparation and tactics that would be madness. ""She wants to start rebuilding her confidence through performance accomplishment.""  For much of the watching media and public there can only be two possible outcomes in New York - win or lose. If Radcliffe crosses the line first she will have proved her critics wrong. But if she fails to triumph, she risks being labelled a has-been and her profile will suffer. And for any athlete that can have repercussions in terms of sponsorship, appearance fees as well as further self esteem issues.  ""Athletes need to try and stay focused on their internal controls and ignore external questions,"" explains Richards, who has worked with past Olympians. ""She must not get caught up in someone else's agenda."" Radcliffe's best friend and fellow distance runner Liz Yelling revealed the 30-year-old is already aware she will be exposing herself to more public scrutiny in New York. ""She just thought, 'well, they can't think any worse of me now,'"" Yelling told BBC Sport. ""She's just doing what she wants to do and not thinking about the consequences of it.""  Radcliffe described her decision to enter the New York marathon as ""impulsive"" but she is certain to have a tick-list of personal goals. Her aims could be as simple as completing a race and making sure she is still enjoying running but Richards says she must avoid more emotional targets, such as redemption. ""You can't change history,"" warned Richards. ""Only one person can win the marathon but lots of people can be successful. ""Paula has to figure out what sort of things will she feel satisfied achieving by the end of the race.""  The course from Staten Island to Central Park is renowned as one of the toughest in the world. It is also not the kind of fast course that tends to suit Radcliffe better, with the undulating finish through the park testing the legs' final reserves.  Radcliffe has never raced there before and will enter the unknown just 77 days after the Athens marathon. ""It's suggested after a major marathon you take a full month off and start building up again,"" said Yelling, herself a marathon runner. ""But that is only for long-term health and fitness. ""When you finish a marathon you are still very fit and can recover quickly. So physically it is possible for Paula."" Richards also points out conditions in New York will be more conducive to a strong physical display from Radcliffe. ""The heat stress was the primary factor that tripped her up in Athens,"" he said. ""And that just isn't going to be there in New York, that's been taken out of the equation.""    Radcliffe concedes she will probably learn a lot from her bad experiences in Athens in time. And Richards and Yelling agree she could turn the trauma to her advantage, starting in New York. ""How you respond to adversity is what marks you out as elite or not,"" argues Richards.  ""One of the challenges of massive set backs is how you turn them into opportunities."" And Yelling says: ""I think this will probably make Paula."" ""I think it will drive her on and she'll come out of it a better athlete.""",3
NEWS_00480,Sony #39;s Profit Surges on Strength of  #39;Spider-Man 2 #39;,"The Sony Corporation reported a 61 percent increase in net profit for the most recent quarter, as  quot;Spider-Man 2 quot; pulled in big profits for the company #39;s movie division and helped",1
NEWS_00481,Noble Energy to buy Patina for \$3.4bn,Noble Energy has agreed to buy Patina Oil  amp; Gas in a \$3.4bn deal that will mark its expansion in the gas-rich Rocky Mountains region.,0
NEWS_00482,Brodeur Leads Canada Past Distracted Russia in Hockey,TORONTO (Reuters) - A Russian team moved by tragedy could  not beat an inspired Martin Brodeur as Canada claimed a 3-1 win  over their rivals on Saturday to finish unbeaten in round-robin  play at the World Cup of Hockey.,3
NEWS_00483,Why Rafael Nadal is (Still) my Hero and is the True GOAT authors,In this article I will start with stating why Rafael Nadal is my hero why he should be all of ours and why he is the greatest example in tennis today of prevailing against human suffering.,3
NEWS_00484,Sleep disorders cause concern for overnight shift workers,"DETROIT - Shift-work sleep disorder - a condition that leaves tens of thousands exhausted, unable to concentrate and struggling to get proper rest - is of concern for workers on the overnight shift.",4
NEWS_00485,Forgive and forget,The most surprising part of last night #39;s pre-season Raptors game was the indifference displayed by the Air Canada Centre crowd toward Vince Carter.,5
NEWS_00486,Japan Players to Go on First-Ever Strike,Japanese baseball players decided to go on strike for the first time in the 70 year history of the local game after last minute talks with the representatives,3
NEWS_00487,U.K. Family Pleads for Hostage's Release (AP),"AP - The government on Friday identified the British engineer who was kidnapped in Baghdad with two American colleagues, and the victim's family urged his captors to free him.",5
NEWS_00488,Cabs collect mountain of mobiles,"Gadgets are cheaper, smaller and more common than ever. But that just means we are more likely to lose them.  In London alone over the past six months more than 63,000 mobile phones have been left in the back of black cabs, according to a survey. That works out at about three phones per cab. Over the same period almost 5,000 laptops and 5,800 PDAs such as Palms and Pocket PCs were left in licensed cabs. Even the great and good are not immune to losing their beloved gadgets. Jemima Khan reportedly left her iPod, phone and purse in a cab and asked for them to be returned to her friend who turned out to be Hugh Grant. As the popularity of portable gadgets has grown, and we trust more of our lives to them, we seem to be forgetting them in ever larger numbers. The numbers of lost laptops has leapt by 71% in the last three years.  This has left Londoners, or those travelling by cab in the capital, as the world's best at losing laptops, according to the research by the Licensed Taxi Drivers Association and Pointsec, a mobile-data backup firm. More than twice as many laptops were left in the back of black cabs in London as in any of the nine other cities (Helsinki, Oslo, Munich, Paris, Stockholm, Copenhagen, Chicago and Sydney) where the research into lost and found gadgets was carried out. By contrast Danes were most adept at losing mobile phones being seven times more likely to leave it behind in a cab than travellers in Germans, Norwegians and Swedes. Top of the range phones can carry enormous amounts of data - enough to hold hundreds of pictures or thousands of contact details. Given that few people back up the data on their PC it is a fair bet that even fewer do so with the phone they carry around. You could be losing a fair chunk of your life in the back of that cab not least because many people collect numbers on their phone that they do not have anywhere else.  Equally, phones let you navigate through contacts by name so many people have completely forgotten their friends' numbers and could not reconstruct them if they had to. This growing habit of losing gadgets explains the rise of firms such as Retrofone which lets people buy a cheap old-fashioned phone to replace the tiny, shiny expensive one they have just lost. Briton's growing love of phones has also led to the creation of the Mobile Equipment National Database that lets you register the unique ID number of your phone so it can be returned to you in the event of it being lost or stolen. According to statistics 50% of all muggings and snatch theft offences involve mobiles. Millions of gadgets are now logged in the database and organisations such as Transport For London regularly consult it when trying to re-unite folk with their phones and other gadgets. For the drivers, finding a mobile in the back of their cab is one of the more pleasant things many have found. The survey of what else has been left behind included a harp, a dog, a hamster and a baby.",4
NEWS_00489,Guillermo Canas wins championship at Shanghai Open,"Guillermo Canas won his third title of the year yesterday with a 6-1, 6-0 victory over unseeded German Lars Burgsmuller at the ATP Shanghai Open.",3
NEWS_00490,Defense Secretary Jim Mattis Suggests U.S. Should Stay In Iran Nuclear Deal Which Trump Has Called An 'Embarrassment' authors,Mattis appeared to break from Trump who has strongly indicated that he plans to not renew the deal.,2
NEWS_00491,"Stocks Slip on Oil, Downgrade of Semis","NEW YORK (Reuters) - U.S. stocks were knocked lower on  Monday, with the Dow dipping briefly below 10,000, as record  high oil prices threatened to hurt corporate profits and a  brokerage downgrade hit semiconductor shares.",0
NEWS_00492,Why We Should All Take A Knee For Black And Brown Children authors,Fall has arrived. The air is crisp pumpkins adorn doorsteps and leaves are turning beautiful colors. Fall also means football,2
NEWS_00493,War in Afghanistan,//www.huffingtonpost.com/entry/war-in-afghanistan-enough_b_5571806.html short_description,5
NEWS_00494,Nigeria Wants AU Troops to Disarm Darfur Rebels,ABUJA (Reuters) - Nigerian President Olusegun Obasanjo on  Sunday proposed to give a greater role to African Union (AU)  troops in restoring peace to Sudan's Darfur region on the eve  of talks between the Sudanese government and rebels.,5
NEWS_00495,Singapore Air Sets \$7.35 Bln Boeing Order,"SINGAPORE (Reuters) - Singapore Airlines Ltd., the world's  second most valuable airline, said on Wednesday it planned to  buy up to 31 Boeing Co 777-300ER planes worth about US\$7.35  billion to support growth plans.",0
NEWS_00496,John Legend Takes Over Public Piano For Impromptu Gig At London Train Station authors,The soul star wowed crowds at St. Pancras International on Wednesday morning.,1
NEWS_00497,Elvis fans hold birthday bash,"Elvis fans around the world have been marking the legendary singer's 70th birthday on Saturday.  A three-day Elvis convention took place in Blackpool, England, over the weekend with the aim of finding the best European Elvis impersonator. His Graceland, Tennessee, home was the focus for US celebrations with four days of events including a concert by the Memphis Symphony Orchestra. Elvis' single Jailhouse Rock became the UK's number one on Sunday. Fans in France celebrated with a tribute concert by Elvis cover bands and a special exhibition of memorabilia is on display in Bonn, Germany.  Jailhouse Rock is now the 999th number one single in UK pop history. Record company SonyBMG are releasing Elvis' 18 number one singles at the rate of one a week in Britain, complete with original artwork and a collector's box. Hit single One Night will follow next week - with the chance of becoming the 1,000th number one as interest surrounding Elvis' birthday grows. HMV spokesman Gennaro Castaldo said: ""It would be a fantastic and truly fitting way to celebrate Elvis' landmark birthday.""",1
NEWS_00498,16 Photos These Olympians Probably Wish They Could Delete From The Internet authors,These faces deserve gold medals! ud83dude1c,3
NEWS_00499,Trump,//www.huffingtonpost.com/entry/donald-trump-eric-schneiderman-trump-university_us_57b2340ae4b0a8e15024e470 short_description,2
NEWS_00500,Papa John's Is No Longer NFL's Official Pizza authors,The relationship has been sliced.,3
NEWS_00501,#39;Assam blasts aimed at sparking panic #39;,"A spate of bombings which killed six people and injured scores in the past two days is aimed at triggering panic in the revolt-hit Indian state of Assam, an official said yesterday.",5
NEWS_00502,Hillary Clinton Vows To Create An Office Dedicated To Helping Immigrants authors,Its focus would be improving services that don't require sweeping policy reforms.,2
NEWS_00503,Barca delight in Real agony,"A dismal week for Spanish football closed with a proper celebration of some of its better virtues. Or, not so much Spains but a celebration of Catalonias flagship enterprise.",3
NEWS_00504,Winnipeg police arrest 35 people in raid on Hells Angels puppet club (Canadian Press),Canadian Press - WINNIPEG (CP) - Winnipeg police have arrested 35 alleged members and associates of a gang with close ties to the Hells Angels in a raid they believe will put a significant dent in the group's drug operation.,5
NEWS_00505,So Now What? authors,VA Secretary Eric Shinseki has resigned. While it solves none of the fundamental problems within the VA it can perhaps remove him as the object of attention and allow us to focus on the underlying systemic failings that anyone who cared to look would have already known about.,2
NEWS_00506,Former Boeing official in prison,A former Air Force official was sentenced to nine months in prison yesterday after admitting that she helped Boeing Co. obtain a lucrative contract in hopes of landing an executive job at the company.,2
NEWS_00507,"Italy's 'Two Simonas' Freed, Jubilation at Home (Reuters)",Reuters - The release of two Italian women aid\workers in Iraq was greeted with joy and relief on Tuesday\following three weeks of anguish in Italy over their abduction.,5
NEWS_00508,WWE Payback 2015 - Matches Card Rumors and Predictions authors,This Sunday May 17th at 8pm EST is the WWE Payback 2015 PPV event on the WWE Network. Let's talk about all the matches rumors and my predictions.,3
NEWS_00509,"At UN, Bush defends decision to invade Iraq","President Bush went before a skeptical hall of world leaders Tuesday to mount a vigorous defense of the war in Iraq, telling the United Nations that the Iraqi people are",2
NEWS_00510,Appeals court revives Oracle shareholder case,"While Oracle Corp. awaits a judge #39;s decision on whether it can continue in its quest to acquire PeopleSoft Inc., the company faced a setback in an unrelated case.",0
NEWS_00511,Defense Missile for US System Fails to Launch,"WASHINGTON, Dec. 15 - An important test of the United States #39; fledgling missile defense system ended in failure early Wednesday as an interceptor rocket failed to launch on cue from the Marshall Islands, the Pentagon said.",0
NEWS_00512,Dell Cuts Prices on Many U.S. Corporate Products,"SAN FRANCISCO (Reuters) - Dell Inc. &lt;A HREF=""http://www.reuters.co.uk/financeQuoteLookup.jhtml?ticker=DELL.O qtype=sym infotype=info qcat=news""&gt;DELL.O&lt;/A&gt; on Monday said  it had cut prices by as much as fifth for a range of products  aimed at U.S. corporate customers, as the computer maker passed  along savings from cheaper components.",0
NEWS_00513,Alexa Can Remember Birthdays And Other Things For You Now authors,Last week at a conference in France Amazonu00a0announced a new Alexa featureu00a0that makes it possible to use the smart assistant,4
NEWS_00514,Afghans Hold Taliban Suspects for Karzai Attack,"KABUL (Reuters) - Three suspected Taliban members have been  arrested for trying to kill Afghan President Hamid Karzai by  firing a rocket at his helicopter during his first election  campaign trip outside Kabul, officials said on Friday.",5
NEWS_00515,Microsoft said to nix PeopleSoft bid,"Microsoft #39;s chief executive has ruled out acting as the white knight for business software maker PeopleSoft, which is trying to fight off a hostile takeover from Oracle, a newspaper reported Monday.",0
NEWS_00516,Iran official warns of NPT pull-out if West presses,"Iran will pull out of the nuclear Non-Proliferation Treaty (NPT) and develop its atomic programme in secret if Western nations threaten or put pressure on Tehran, a senior Iran diplomat was quoted as saying on Wednesday.",5
NEWS_00517,Property prices continue to drop,"House prices fell for the second month running during August as the market continued to feel the effects of rising interest rates, figures show.",0
NEWS_00518,Adam Schiff,//www.huffingtonpost.com/entry/adam-schiff-trump-fake_us_58e0f858e4b0c777f788135e short_description,2
NEWS_00519,"Czechs, please, as Swedes made to pay",Any suggestions the Czech Republic lacked the necessary commitment to advance in the World Cup of Hockey were erased yesterday when it stunned an overwhelmed Swedish team in Stockholm.,3
NEWS_00520,'Game Of Thrones' Creators 'Never Set Out To Offend Anyone' authors,Benioff and Weiss defend the most recent most controversial season of their show.,1
NEWS_00521,Blast Hits Northern Iraq Pipeline,"Saboteurs blew up a section of a northern domestic pipeline feeding Iraq #39;s biggest refinery at Baiji on Monday, oil officials said.",5
NEWS_00522,Rock-Tenn to Close Minn. Plant,"Rock-Tenn Co. on Friday said it will shutter its St. Paul, Minn., folding carton plant in December, which will eliminate jobs and result in financial charges.",0
NEWS_00523,MCLEISH WILL STAMP OUT SLIP-UPS - HUGHES,Rangers midfielder Stephen Hughes insists manager Alex McLeish will lose no time in stamping out his sides unfortunate new habit of conceding early goals.,3
NEWS_00524,Why Some Cities Are Buying Mobile Home Parks authors,In Boulder Colorado and other places where affordable housing is scarce city leaders are trying to preserve mobile home,2
NEWS_00525,Iran Says Provisional Nuke Pact Reached (AP),"AP - Iran and European nations reached a provisional agreement over Iran's nuclear program at talks aimed at avoiding a U.N. showdown, but all parties involved still must approve it, Iran's chief negotiator said Sunday.",5
NEWS_00526,Israel kills 5 in strike at Hamas activist,"Islamic group #39;s armed wing, the Izz el-Deen al-Qassam Brigades. Doctors said he suffered leg wounds.",5
NEWS_00527,US Airways Wants Deals  By Friday,"US Airways will ask the bankruptcy court to temporarily nullify its labor agreements and impose wage cuts if the carrier's unions do not agree on concessions by Friday, the chief executive told employees yesterday.",0
NEWS_00528,China's Central Bank Hikes Interest Rate,BEIJING (Reuters) - China's central bank on Thursday raised  interest rates for the first time in nearly a decade in its  boldest move yet to guide its heated economy to a path of  slower growth.,0
NEWS_00529,Delta Pilots Ratify Concession Package (Reuters),"Reuters - Pilots at Delta Air Lines Inc. \on Thursday ratified a concession package that will save the\carrier  #36;1 billion a year, in a move the company hopes will buy\it time to restructure outside of bankruptcy.",0
NEWS_00530,Donald Trump's Budget Is Universally Unloved authors,It manages to turn off basically everyone including congressional Republicans.,2
NEWS_00531,Nikkei Hits 2-Week Closing Low,"TOKYO (Reuters) - The Nikkei average fell for a third  straight session to hit a two-week closing low on Friday as  renewed earnings concerns prompted selling in Tokyo Electron  Ltd., Sony Corp. and other high-tech stocks.",0
NEWS_00532,Hornets Drop to 0-8,"Reserve Eddie Griffin converts 10 of 14 shots for 23 points as the Minnesota Timberwolves deal the winless New Orleans Hornets another setback, 99-94.",3
NEWS_00533,Losing Stone isn #39;ta winning move,"The smell of champagne, 1918 vintage, was still in my hair Thursday night when I was whisked back into a familiar losing environment.",3
NEWS_00534,7000 Pairs Of Shoes On Capitol Lawn Are Powerful Nod To Gun Violence authors,They are meant to represent the number of children killed in shootings since Sandy Hook.,2
NEWS_00535,Microsoft seeks top search spot,Microsoft claims its new MSN search engine indexes more web pages than any of its rivals.,4
NEWS_00536,"Raptors 86, Treviso 83",Chris Bosh had 23 points and 11 rebounds to lead the Toronto Raptors to an 86-83 preseason win over Benetton Treviso on Wednesday night.,3
NEWS_00537,Biogen Idec gains MS drug approval,"The US government approved a drug Tuesday to treat multiple sclerosis, an incurable disease of the central nervous system that affects 350,000 Americans.",0
NEWS_00538,'Safe Purge Everyone',//www.huffingtonpost.com/entry/twitter-reaction-government-shutdown-donald-trump_us_5a630cd6e4b0e563006ff540 short_description,5
NEWS_00539,Trump Supporters Have Lots Of Excuses For His 'Shithole' Remark. They're All Bad. authors,The president is just talking like a drunk racist is not a defense.,2
NEWS_00540,Coors' Donation to Own Campaign Draws Ire (AP),"AP - A  #36;500,000 donation by Republican beer baron Pete Coors to his own Senate campaign has triggered a new federal law that eases fund-raising restrictions for his Democratic opponent.",2
NEWS_00541,Indonesia Arrests Four Suspects in Embassy Blast,"Indonesian police have arrested four suspects, among them a bomb-maker, over a blast outside the Australian embassy in Jakarta that killed 10 people in September, police chief Da #39;i Bachtiar said Wednesday.",5
NEWS_00542,Kazaa could have bugs,"THE search mechanism used by the Kazaa file-sharing network could contain malicious code, the Federal Court heard yesterday. Counsel for the record companies, John Nicholas SC, said in recent years there had",4
NEWS_00543,The Battle for the Future of the Internet? authors,Singing from the same songbook as Web juggernaut Google the U.S. government is strongly opposed to any changes to the International Telecommunication Regulations arguing the Internet has nothing to do with 'traditional' telecommunications -- and that freedom is at stake.,2
NEWS_00544,Microsoft To Issue Early Warnings For Patch Tuesday (TechWeb),TechWeb - The software maker will provide a summary of planned security bulletins three days in advance.,4
NEWS_00545,"Microsoft releases management tools, expands on DSI model",Microsoft Tuesday released a handful of software products that are key elements in its drive to develop a comprehensive management platform for Windows.,4
NEWS_00546,OPEC boosting oil output by million barrels a day by Nov. 1 to &lt;b&gt;...&lt;/b&gt;,"OPEC will increase its official oil production target by one million barrels a day later this year in a move widely viewed as more symbolic than significant, given that the cartel has been exceeding the new output limit all year.",0
NEWS_00547,Doug Lamborn Midterm Election Results,//www.huffingtonpost.com/entry/doug-lamborn-midterm-election-results_n_5826578.html short_description,2
NEWS_00548,Paxil Maker Will Post Its Unfavorable Test Results,Drugmaker GlaxoSmithKline agreed Thursday to settle charges that it hid and misrepresented unfavorable data about the effectiveness and safety of its top-selling anti,0
NEWS_00549,Dell Looking For Bigger Blade Share,"Just as some analysts believe the market for blade servers is about to heat up, Dell (Quote, Chart) moved forward with its most significant modular server, unveiling the PowerEdge 1855 for powerful computing at a lower cost.",0
NEWS_00550,Trump Is Done Negotiating On Health Care Demands Vote On Friday authors,The closer is finished.,2
NEWS_00551,Pioneer Eyes 510GB Optical Discs,Discs would offer 100 times the capacity of today's DVDs--but when will they be available?,4
NEWS_00552,Apple quarterly profit doubles; outlook tops views,"Apple Computer (AAPL) on Wednesday reported its quarterly profit more than doubled, on strong sales of its iPod digital music player and notebook computers, and said earnings for the current quarter would be much better than",0
NEWS_00553,Broken oxygen generator threatens space station,"A UK space scientist has warned that a broken oxygen generator could spell disaster for the International Space Station (ISS). The Elecktron unit, which converts waste water into hydrogen and oxygen gases, broke",4
NEWS_00554,Sony Unveils High-Definition Video Camcorder,"TOKYO (AP) -- Japanese electronics and entertainment giant Sony Corp. (SNE) plans to begin selling a camcorder designed for consumers that takes video at digital high-definition quality and is being priced at about \$3,600...",4
NEWS_00555,Having the final say,"FOXBOROUGH -- The Patriots have won 20 games in a row, and yesterday they tied the NFL record for most consecutive regular-season wins (17). Those are feats that take all the emotion the players can muster week after week.",3
